report_id,well_id,report_date,report_time,measured_depth_ft,tvd_ft,hole_size_in,rop_ft_hr,wob_klbs,rpm,torque_ft_lbs,spp_psi,mud_weight_ppg,flow_rate_gpm,pit_volume_bbl,gas_units,activity_code,activity_description,formation,npt_hours,npt_category,remarks,pv_cp,yp_lb_100sqft,gel_10s,gel_10min,fluid_loss_cc_30min,mud_chlorides_ppm,ph,mbt,solids_pct,inclination_deg,azimuth_deg,dogleg_severity_deg_100ft,slide_footage_ft,rotate_footage_ft,motor_yield_deg,toolface,bha_number,bit_type,bit_manufacturer,bit_model,nozzle_sizes,motor_od_in,motor_bend_deg,mwd_type,annular_pressure_loss_psi,apl_source
DDR-057,PERM-4102,2025-02-28,14:00,9600,8900,12.25,45,29,119,14329,3532,10.3,856,1159,24,DRILL,Drilling ahead - good progress,Wolfcamp B,0,,Drlg ahead Wolf B @ 9600'. 45fph. Torque 14k steady. Good cuttings returns - grey shale w/ some calc stringers.,14,18,6,12,4.2,46000,10.5,22,12.5,89.3,283,3.1,1,79,9.625,GTF,3,PDC,NOV,TK58,12-12-12-13-13,9.625,1.15,Schlumberger PowerDrive,388.6,calculated
DDR-058,PERM-4305,2025-02-16,06:00,9656,8874,8.75,45,16,131,8308,4076,11.4,635,933,43,DRILL,Drilling ahead - good progress,Wolfcamp A,0,,Cont drlg 9568-9656 in Wolfcamp A. 45fph. Pumps running 4076 psi. Flow rate good. No losses.,22,24,8,16,3.8,63000,10.2,28,14.8,85.5,193,3.2,27,53,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,420.0,calculated
DDR-059,PERM-4305,2025-02-16,10:00,9656,8874,8.75,0,0,0,0,0,11.2,0,987,20,NPT,Waiting on equipment - MWD failure,Wolfcamp A,4,equipment,Pump #3 - cracked piston rod. Swapped out. 4.0hrs NPT. Pump test good after repair.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-060,PERM-4305,2025-02-16,14:00,9714,8915,8.75,29,19,133,10742,4212,11.3,696,983,56,DRILL,Drilling ahead - slight torque increase,Wolfcamp A,0,,Drlg WC A. 9714' MD 8915' TVD. 29fph. WOB 19k. Bit hrs 59. Running good.,22,24,8,16,3.8,63000,10.2,28,14.8,86.0,193,3.1,37,43,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,349.4,calculated
DDR-061,PERM-4305,2025-02-16,18:00,9794,8972,8.75,40,26,129,12147,4199,10.8,644,957,31,DRILL,Drilling ahead - ROP improving,Wolfcamp A,0,,Drilling ahead in Wolf A. Made 68' this rpt. 40fph avg. MW 10.8 ppg. Torque 12k ft-lbs. SPP 4199.,22,24,8,16,3.8,63000,10.2,28,14.8,85.5,201,3.6,19,61,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,378.1,calculated
DDR-062,PERM-4305,2025-02-17,06:00,9906,9052,8.75,56,19,130,10484,4252,11.0,642,937,36,DRILL,Drilling ahead - steady,Wolfcamp A,0,,Drlg WC A 9906'. ROP 56fph. Cuttings look good - WC A characteristic. Gas bgd 36u. No issues to report.,22,24,8,16,3.8,63000,10.2,28,14.8,85.1,197,3.2,32,48,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,322.7,calculated
DDR-063,PERM-4305,2025-02-17,10:00,9906,9052,8.75,0,0,0,0,0,11.4,0,968,17,CIRC,Circulating - conditioning mud,Wolfcamp A,0,,Circ btms up in WC A @ 9906'. 3 btms up. Hole clean. Ready for next op.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-064,PERM-4305,2025-02-17,14:00,9992,9114,8.75,43,25,139,10485,4207,11.2,677,941,52,DRILL,Drilling ahead - steady,Wolfcamp A,0,,Cont drlg Wolf A. 9948-9992'. Rotary drlg 43fph. WOB 25k RPM 139. Hole in gauge per caliper.,22,24,8,16,3.8,63000,10.2,28,14.8,86.0,199,3.3,37,43,6.75,MTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,374.6,calculated
DDR-065,PERM-4305,2025-02-17,18:00,10062,9164,8.75,35,21,130,8489,4068,11.0,683,949,50,DRILL,Drilling ahead - steady,Wolfcamp A,0,,Drlg ahead WC A. Depth 10062'. Avg 35fph. Slight drag on connections ~5k over string wt. Working thru.,22,24,8,16,3.8,63000,10.2,28,14.8,85.3,195,3.1,5,75,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,364.5,calculated
DDR-066,PERM-4305,2025-02-18,06:00,10150,9227,8.75,44,26,133,8831,4162,11.2,645,1017,43,DRILL,Drilling ahead,Wolfcamp A,0,,Making hole WC A @ 10150ft. 44fph. MW 11.2ppg. PV/YP 22/24. Solids 14.8%. Mud in spec.,22,24,8,16,3.8,63000,10.2,28,14.8,85.1,194,2.7,5,75,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,364.9,calculated
DDR-067,PERM-4305,2025-02-18,10:00,10244,9294,8.75,47,22,125,10001,4254,11.1,619,925,44,DRILL,Drilling ahead - good progress,Wolfcamp A,0,,"Drlg ahead 10151-10244 in WCA. Avg 47fph, WOB 22k, 125rpm. Torque running 10k ft-lbs. MW 11.1 ppg. No issues.",22,24,8,16,3.8,63000,10.2,28,14.8,85.0,190,2.5,11,69,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,302.9,calculated
DDR-068,PERM-4305,2025-02-18,14:00,10244,9294,8.75,0,0,0,0,0,11.5,0,989,25,CASE,Running casing,Wolfcamp A,0,,Csg run - 7 26# P-110 LTC to 10244' in WC A. Float equip good. Ready to cement.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-069,PERM-4305,2025-02-18,18:00,10244,9294,8.75,0,0,0,0,0,11.3,0,929,23,LOG,Logging - gamma ray,Wolfcamp A,0,,Running wireline logs - GR/ILD/Neutron. Good log quality. Logged WC A section. 2hrs logging time.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-070,PERM-4305,2025-02-19,06:00,10244,9294,8.75,0,0,0,0,0,10.9,0,1008,26,NPT,Stuck pipe - working free,Wolfcamp A,2,wellbore,Lost returns @ 10244' in Wolfcamp A. Pumped 100bbl LCM pill - med/coarse mica + nut plug. Regained returns. 2.0hrs.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-071,PERM-4305,2025-02-19,10:00,10244,9294,8.75,0,0,0,0,0,11.3,0,972,31,NPT,Lost circulation - pumping LCM,Wolfcamp A,2,wellbore,Diff stick @ 10244'. Jarred 26 times. Spotted 32bbl diesel pill. Free after 2.0hrs.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-072,PERM-4305,2025-02-19,14:00,10322,9349,8.75,39,24,132,11280,4383,11.2,673,943,41,DRILL,Drilling ahead - steady,Wolfcamp A,0,,"Drlg 10268-10322' WC A. ROP 39 fph avg. Bit running smooth. SPP 4383, torque steady ~11k.",22,24,8,16,3.8,63000,10.2,28,14.8,86.2,196,3.4,32,48,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,354.5,calculated
DDR-073,PERM-4305,2025-02-19,18:00,10396,9402,8.75,37,19,142,11624,4342,11.1,658,972,44,DRILL,Drilling ahead - slight torque increase,Wolfcamp A,0,,Drilling ahead thru WC A @ 10396'. Making 37fph w/ 19k WOB. Gas 44 units bgd. Inc 85.7 az 189.0.,22,24,8,16,3.8,63000,10.2,28,14.8,85.7,189,2.9,39,41,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,345.5,calculated
DDR-074,PERM-4305,2025-02-20,06:00,10450,9441,8.75,27,24,138,9087,4160,11.0,655,959,41,DRILL,Drilling ahead,Wolfcamp A,0,,"Cont drlg WC A. 27fph, 24k WOB, 4160 SPP. Hole cleaning good - returns clean. MW 11.0ppg.",22,24,8,16,3.8,63000,10.2,28,14.8,85.0,193,3.2,20,60,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,320.1,calculated
DDR-075,PERM-4305,2025-02-20,10:00,10510,9484,8.75,30,26,132,10838,4101,11.2,673,943,27,DRILL,Drilling ahead,Wolfcamp A,0,,"Drlg 10418 to 10510 in Wolf A. Good hole. 30fph rotating. Torque 10k, no drag noted.",22,24,8,16,3.8,63000,10.2,28,14.8,85.3,196,3.6,33,47,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,344.8,calculated
DDR-076,PERM-4305,2025-02-20,14:00,10572,9528,8.75,31,25,140,9233,4085,11.1,682,1016,54,DRILL,Drilling ahead - good progress,Wolfcamp A,0,,Drlg ahead in WC A @ 10572ft. ROP 31fph. Slide 14ft rotate 66ft this stand. TF GTF.,22,24,8,16,3.8,63000,10.2,28,14.8,84.9,199,3.3,14,66,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,338.2,calculated
DDR-077,PERM-4305,2025-02-20,18:00,10616,9559,8.75,22,21,147,7141,4386,11.1,635,1007,46,DRILL,Drilling ahead - steady,Wolfcamp A,0,,"Making hole 10542-10616. WCA fm. 22fph, WOB 21k, RPM 147. PV 22 YP 24. Good progress.",22,24,8,16,3.8,63000,10.2,28,14.8,85.4,194,4.2,11,69,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,325.7,calculated
DDR-078,PERM-4305,2025-02-24,06:00,10895,9872,8.75,39,25,124,10300,4566,11.6,648,991,42,DRILL,Drilling ahead - good progress,Wolfcamp B,0,,"Drlg Wolf B 10801-10895'. Hit softer streak ~10817, ROP jumped to 54fph briefly. Avg 39fph for stand.",22,24,8,16,3.8,63000,10.2,28,14.8,86.1,196,2.8,3,77,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,361.8,calculated
DDR-079,PERM-4305,2025-02-24,10:00,10959,9917,8.75,32,29,128,12101,4412,11.6,646,1006,43,DRILL,Drilling ahead - good progress,Wolfcamp B,0,,Cont drilling Wolf B. Depth 10959'. 32fph. Torque trending up slightly - 12k ft-lbs. Monitoring. WOB 29k.,22,24,8,16,3.8,63000,10.2,28,14.8,85.1,195,3.7,2,78,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,435.1,calculated
DDR-080,PERM-4305,2025-02-24,14:00,11031,9967,8.75,36,23,129,9422,4420,11.7,658,961,46,DRILL,Drilling ahead - steady,Wolfcamp B,0,,"Drlg ahead 11031' in Wolf B. Hard streak ~11019', backed off WOB to 20k. ROP dropped to 21fph for ~32ft then picked back up.",22,24,8,16,3.8,63000,10.2,28,14.8,85.9,195,2.9,18,62,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,322.4,calculated
DDR-081,PERM-4305,2025-02-24,18:00,11031,9967,8.75,0,0,0,0,0,11.7,0,1013,18,TRIP,Tripping for survey/bit check,Wolfcamp B,0,,Trip in - new bit. RIH to 11031'. 5hrs. Reamed last 4 stands to btm. On btm drilling.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-082,PERM-4305,2025-02-25,06:00,11031,9967,8.75,0,0,0,0,0,11.3,0,961,20,NPT,Waiting on weather - high winds,Wolfcamp B,2,weather,Weather delay - electrical storm in area. 2.0hrs. Co man called all stop per safety policy.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-083,PERM-4305,2025-02-25,10:00,11083,10004,8.75,26,27,135,13061,4635,11.7,686,983,60,DRILL,Drilling ahead - good progress,Wolfcamp B,0,,Drilling 11027-11083 WCB. Steady params - 27k WOB 135rpm. Gas bgd 60 units. MW 11.7. No connection gas.,22,24,8,16,3.8,63000,10.2,28,14.8,85.9,193,3.3,33,47,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,295.1,calculated
DDR-084,PERM-4305,2025-02-25,14:00,11119,10029,8.75,18,20,130,11602,4337,11.7,693,1003,48,DRILL,Drilling ahead - good progress,Wolfcamp B,0,,Drlg WC B. Made 63ft this tour. Avg ROP 18fph. Bit looks good per MWD. SPP 4337.,22,24,8,16,3.8,63000,10.2,28,14.8,85.2,192,2.9,35,45,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,379.5,calculated
DDR-085,PERM-4305,2025-02-25,18:00,11119,10029,8.75,0,0,0,0,0,11.6,0,963,25,NPT,Lost circulation - pumping LCM,Wolfcamp B,1,wellbore,"Gas cut mud returns - flow check. Shut in 32min, no flow. Increased MW from 11.6 to 11.8ppg. Cont ops.",22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-086,PERM-4305,2025-02-26,06:00,11119,10029,8.75,0,0,0,0,0,11.7,0,956,21,CIRC,Circulating - conditioning mud,Wolfcamp B,0,,Conditioning mud @ 11119'. Circ rate 0gpm. PV/YP 22/24. Treating mud - adding gel & barite.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-087,PERM-4305,2025-02-26,10:00,11187,10077,8.75,34,19,116,12349,4424,11.6,656,956,48,DRILL,Drilling ahead,Wolfcamp B,0,,Cont drlg in WCB @ 11187'. 34fph. Slight torque increase last 2 stands - up to 12k. Working pipe freely on connections.,22,24,8,16,3.8,63000,10.2,28,14.8,85.2,195,3.6,36,44,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,355.3,calculated
DDR-088,PERM-4305,2025-02-26,14:00,11207,10091,8.75,10,21,144,9532,4668,11.9,667,971,61,DRILL,Drilling ahead - slight torque increase,Wolfcamp B,0,,Drlg ahead 11111-11207' WCB. Good drlg. 10fph avg. MW 11.9ppg. Circ clean on connections. No fill on btm.,22,24,8,16,3.8,63000,10.2,28,14.8,85.4,193,3.1,13,67,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,349.3,calculated
DDR-089,PERM-4305,2025-02-26,18:00,11249,10120,8.75,21,19,126,13536,4459,11.5,661,962,43,DRILL,Drilling ahead - ROP improving,Wolfcamp B,0,,"Making hole in Wolfcamp B. 11249' MD. ROP 21fph, WOB 19k, RPM 126. Tight hole noted ~11205' - reamed thru ok.",22,24,8,16,3.8,63000,10.2,28,14.8,85.4,194,2.7,13,67,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,334.4,calculated
DDR-090,PERM-4305,2025-02-27,06:00,11321,10170,8.75,36,28,127,11620,4581,11.8,704,1001,55,DRILL,Drilling ahead,Wolfcamp B,0,,Drlg WC B lateral. 36fph. Inc 85.9 az 199.0. DLS ok. Slide ratio 33/47. TF MTF.,22,24,8,16,3.8,63000,10.2,28,14.8,85.9,199,3.9,33,47,6.75,MTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,323.5,calculated
DDR-091,PERM-4305,2025-02-27,10:00,11321,10170,8.75,0,0,0,0,0,11.6,0,949,24,TRIP,Tripping for survey/bit check,Wolfcamp B,0,,RIH w/ new bit to 11321'. Made up BHA on floor. 3hrs trip in. Tagged btm - no fill. Circ btms up.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-092,PERM-4305,2025-02-27,14:00,11401,10226,8.75,40,25,116,11611,4610,11.3,704,979,42,DRILL,Drilling ahead - slight torque increase,Wolfcamp B,0,,Drilling 11321 to 11401ft Wolf B. Gas show 42 units @ 11387'. Trip gas only - no connection gas. Cont drlg.,22,24,8,16,3.8,63000,10.2,28,14.8,85.3,197,3.2,27,53,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,356.3,calculated
DDR-093,PERM-4305,2025-02-27,18:00,11435,10250,8.75,17,21,139,12053,4258,11.6,704,1027,47,DRILL,Drilling ahead - ROP improving,Wolfcamp B,0,,Drlg ahead WC B @ 11435'. 17fph. Torque 12k steady. Good cuttings returns - grey shale w/ some calc stringers.,22,24,8,16,3.8,63000,10.2,28,14.8,85.4,191,3.5,6,74,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,358.9,calculated
DDR-094,PERM-4305,2025-02-28,06:00,11435,10250,8.75,0,0,0,0,0,11.5,0,992,31,LOG,Logging - gamma ray,Wolfcamp B,0,,Logging ops. Ran GR/Res/Density to 11435'. Good log. Repeat section matched. Rigging down wireline.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-095,PERM-4305,2025-02-28,10:00,11435,10250,8.75,0,0,0,0,0,11.6,0,1019,29,CASE,Running casing,Wolfcamp B,0,,Running 7-in csg to 11435'. 26# N-80. Shoe track - float collar + 2 jts. Centralizers every 3rd jt per plan.,22,24,8,16,3.8,63000,10.2,28,14.8,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-096,PERM-4305,2025-02-28,14:00,11509,10302,8.75,37,32,134,8713,4549,11.5,671,1004,38,DRILL,Drilling ahead - good progress,Wolfcamp B,0,,Cont drlg 11435-11509 in Wolfcamp B. 37fph. Pumps running 4549 psi. Flow rate good. No losses.,22,24,8,16,3.8,63000,10.2,28,14.8,84.9,190,2.7,1,79,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,388.2,calculated
DDR-097,EF-2201,2025-02-16,06:00,6660,6338,12.25,0,0,0,0,0,9.8,0,1230,4,NPT,Rig repair - top drive,Eagle Ford Shale,4,equipment,Top drive issue - overheating alarm. Shut down 4.0hrs. Mech crew replaced cooling pump. Back up.,11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-098,EF-2201,2025-02-16,10:00,6784,6439,12.25,62,21,129,11178,2858,9.8,809,1183,3,DRILL,Drilling ahead - ROP improving,Eagle Ford Shale,0,,Drlg EF. 6784' MD 6439' TVD. 62fph. WOB 21k. Bit hrs 42. Running good.,11,14,5,10,5.0,33000,10.8,18,10.2,90.5,52,2.6,21,59,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,260.6,calculated
DDR-099,EF-2201,2025-02-16,14:00,6936,6563,12.25,76,25,149,11469,2713,9.6,852,1138,14,DRILL,Drilling ahead - good progress,Eagle Ford Shale,0,,Drilling ahead in EF. Made 96' this rpt. 76fph avg. MW 9.6 ppg. Torque 11k ft-lbs. SPP 2713.,11,14,5,10,5.0,33000,10.8,18,10.2,89.4,46,1.9,2,78,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,323.1,calculated
DDR-100,EF-2201,2025-02-16,18:00,6936,6563,12.25,0,0,0,0,0,9.6,0,1284,8,NPT,Waiting on cement crew,Eagle Ford Shale,1,logistics,"Waiting on cement crew - truck broke down en route. 1.0hrs delay. Crew on location, rigging up.",11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-101,EF-2201,2025-02-17,06:00,7070,6673,12.25,67,28,139,9643,3061,9.8,832,1098,-6,DRILL,Drilling ahead - slight torque increase,Eagle Ford Shale,0,,Drlg Eagle Ford 7070'. ROP 67fph. Cuttings look good - Eagle Ford characteristic. Gas bgd -6u. No issues to report.,11,14,5,10,5.0,33000,10.8,18,10.2,89.8,56,2.6,11,69,9.625,MTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,363.0,calculated
DDR-102,EF-2201,2025-02-17,10:00,7238,6810,12.25,84,28,131,11964,2621,9.9,849,1247,15,DRILL,Drilling ahead - steady,Eagle Ford Shale,0,,Cont drlg Eagle Ford. 7185-7238'. Rotary drlg 84fph. WOB 28k RPM 131. Hole in gauge per caliper.,11,14,5,10,5.0,33000,10.8,18,10.2,90.3,52,1.3,13,67,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,305.0,calculated
DDR-103,EF-2201,2025-02-17,14:00,7396,6940,12.25,79,23,125,12052,2863,9.8,818,1279,9,DRILL,Drilling ahead - ROP improving,Eagle Ford Shale,0,,Drlg ahead EF. Depth 7396'. Avg 79fph. Slight drag on connections ~6k over string wt. Working thru.,11,14,5,10,5.0,33000,10.8,18,10.2,89.8,47,1.1,6,74,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,345.9,calculated
DDR-104,EF-2201,2025-02-17,18:00,7548,7064,12.25,76,21,131,9623,2520,9.8,801,1188,-7,DRILL,Drilling ahead - good progress,Eagle Ford Shale,0,,Making hole EF @ 7548ft. 76fph. MW 9.8ppg. PV/YP 11/14. Solids 10.2%. Mud in spec.,11,14,5,10,5.0,33000,10.8,18,10.2,90.6,47,1.6,16,64,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,369.0,calculated
DDR-105,EF-2201,2025-02-18,06:00,7548,7064,12.25,0,0,0,0,0,9.8,0,1137,12,NPT,Flow check - gas cut mud,Eagle Ford Shale,5,wellbore,Lost circ @ 7548' - EF transition zone. Pumped LCM sweep. Partial returns. Pumped 2nd pill. Full returns after 5.0hrs.,11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-106,EF-2201,2025-02-18,10:00,7634,7134,12.25,43,27,137,10024,2348,9.6,844,1169,21,DRILL,Drilling ahead - steady,Eagle Ford Shale,0,,"Drlg ahead 7565-7634 in Eagle Ford. Avg 43fph, WOB 27k, 137rpm. Torque running 10k ft-lbs. MW 9.6 ppg. No issues.",11,14,5,10,5.0,33000,10.8,18,10.2,88.8,54,1.8,28,52,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,378.1,calculated
DDR-107,EF-2201,2025-02-18,14:00,7782,7255,12.25,74,26,144,13231,3038,9.7,829,1177,15,DRILL,Drilling ahead - slight torque increase,Eagle Ford Shale,0,,"Drlg 7713-7782' EF Shale. ROP 74 fph avg. Bit running smooth. SPP 3038, torque steady ~13k.",11,14,5,10,5.0,33000,10.8,18,10.2,89.4,54,1.2,3,77,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,336.8,calculated
DDR-108,EF-2201,2025-02-18,18:00,7918,7367,12.25,68,21,137,13151,3053,9.9,800,1271,5,DRILL,Drilling ahead,Eagle Ford Shale,0,,Drilling ahead thru Eagle Ford @ 7918'. Making 68fph w/ 21k WOB. Gas 5 units bgd. Inc 89.8 az 50.0.,11,14,5,10,5.0,33000,10.8,18,10.2,89.8,50,1.6,20,60,9.625,MTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,360.3,calculated
DDR-109,EF-2201,2025-02-19,06:00,7918,7367,12.25,0,0,0,0,0,9.9,0,1158,2,CASE,Running casing,Eagle Ford Shale,0,,RIH 9-5/8 csg. 7918' TD. 43.5# P-110 VAM TOP. No tight spots running in. Circ on btm - good returns.,11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-110,EF-2201,2025-02-19,10:00,7918,7367,12.25,0,0,0,0,0,9.7,0,1240,11,NPT,Flow check - gas cut mud,Eagle Ford Shale,4,wellbore,"Stuck @ 7918'. Max overpull 74k. Worked pipe, spotted oil pill. Jarred free after 4.0hrs. Hole ok.",11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-111,EF-2201,2025-02-24,06:00,10187,9144,12.25,68,25,130,12000,2990,10.1,824,1173,8,DRILL,Drilling ahead,Austin Chalk,0,,"Cont drlg A Chalk. 68fph, 25k WOB, 2990 SPP. Hole cleaning good - returns clean. MW 10.1ppg.",11,14,5,10,5.0,33000,10.8,18,10.2,90.8,48,1.9,23,57,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,370.6,calculated
DDR-112,EF-2201,2025-02-24,10:00,10187,9144,12.25,0,0,0,0,0,9.9,0,1219,6,LOG,Logging - gamma ray,Austin Chalk,0,,WL logging - GR/Res combo to 10187' in Austin Chk. Good data quality. No tool sticking. 2hrs.,11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
